Date	Year	MSA_name	Num_Institutions	Total_Assets	Num_Offices	Depoits($000)	HHI

06-30-2001|2001|JEFFERSON CITY, MO|23|132,099,694|58|2,302,632|1,562.1595
06-30-2001|2001|JOHNSON CITY, TN|15|721,987,138|60|2,080,708|1,005.9877
06-30-2001|2001|JOHNSTOWN, PA|13|12,499,511|84|2,211,885|1,655.8432
06-30-2001|2001|JONESBORO, AR|18|642,032,092|64|1,696,965|1,041.6978
06-30-2001|2001|JOPLIN, MO|15|658,720,307|78|1,740,957|1,217.9648
06-30-2001|2001|KAHULUI-WAILUKU-LAHAINA, HI|8|30,003,835|37|1,477,702|2,751.6731
06-30-2001|2001|KALAMAZOO-PORTAGE, MI|23|227,051,201|96|2,792,173|1,456.1589
06-30-2001|2001|KANKAKEE, IL|16|58,516,583|39|1,334,640|1,215.4228
06-30-2001|2001|KANSAS CITY, MO-KS|147|835,079,435|655|26,806,799|498.9041
06-30-2001|2001|KENNEWICK-RICHLAND, WA|15|779,349,532|50|1,476,585|1,195.4266
06-30-2001|2001|KILLEEN-TEMPLE, TX|25|806,108,476|70|2,337,411|873.9988
06-30-2001|2001|Kingsport-Bristol, TN-VA|0|-|-|-|-
06-30-2001|2001|KINGSPORT-BRISTOL-BRISTOL, TN-VA|25|1,101,643,348|112|3,430,651|789.7235
06-30-2001|2001|KINGSTON, NY|15|724,832,660|51|1,939,769|1,326.1772
06-30-2001|2001|KNOXVILLE, TN|37|951,604,644|256|8,479,124|1,074.0467
06-30-2001|2001|KOKOMO, IN|13|146,821,879|32|800,184|2,195.7214
06-30-2001|2001|LA CROSSE-ONALASKA, WI-MN|22|126,716,431|48|1,525,299|959.4150
06-30-2001|2001|LAFAYETTE, LA|35|213,600,960|179|5,038,207|791.5340
06-30-2001|2001|LAFAYETTE-WEST LAFAYETTE, IN|16|112,726,696|62|1,943,273|1,348.1909
06-30-2001|2001|LAKE CHARLES, LA|10|166,908,420|69|1,824,104|2,020.0119
06-30-2001|2001|LAKE HAVASU CITY-KINGMAN, AZ|9|622,577,131|37|1,248,156|1,721.7967
06-30-2001|2001|LAKELAND-WINTER HAVEN, FL|17|980,979,672|111|4,059,667|1,355.6124
06-30-2001|2001|LANCASTER, PA|19|616,571,977|190|6,034,697|1,211.2254
06-30-2001|2001|LANSING-EAST LANSING, MI|24|195,922,617|127|4,940,693|938.0011
06-30-2001|2001|LAREDO, TX|7|29,370,124|28|3,744,802|2,948.1695
06-30-2001|2001|LAS CRUCES, NM|16|590,691,015|47|1,678,555|2,453.7079
06-30-2001|2001|LAS VEGAS-HENDERSON-PARADISE, NV|40|1,153,917,493|269|15,056,189|1,404.3384
06-30-2001|2001|LAWRENCE, KS|22|611,240,681|48|1,223,043|1,685.4877
06-30-2001|2001|LAWTON, OK|13|5,955,753|34|813,329|1,565.8430
06-30-2001|2001|LEBANON, PA|9|255,668,277|51|1,339,086|1,968.5731
06-30-2001|2001|LEWISTON, ID-WA|8|679,066,523|22|552,068|1,557.8255
06-30-2001|2001|LEWISTON-AUBURN, ME|11|274,690,127|34|988,685|1,785.7385
06-30-2001|2001|LEXINGTON-FAYETTE, KY|32|171,742,120|154|5,068,295|864.8840
06-30-2001|2001|LIMA, OH|13|261,196,073|42|1,540,841|1,349.5400
06-30-2001|2001|LINCOLN, NE|22|102,923,157|112|3,594,193|1,287.8558
06-30-2001|2001|LITTLE ROCK-NORTH LITTLE ROCK-CONWAY, AR|38|701,654,519|263|7,408,028|1,037.4630
06-30-2001|2001|LOGAN, UT-ID|12|230,633,217|26|835,299|2,136.9239
06-30-2001|2001|LONGVIEW, TX|28|785,092,970|67|2,478,866|680.3514
06-30-2001|2001|LONGVIEW, WA|10|758,510,082|22|615,059|1,978.4073
06-30-2001|2001|LOS ANGELES-LONG BEACH-ANAHEIM, CA|171|1,429,598,343|2,094|194,084,411|846.3566
06-30-2001|2001|LOUISVILLE-JEFFERSON COUNTY, KY-IN|51|218,846,410|426|18,865,996|1,189.8335
06-30-2001|2001|Louisville/Jefferson County, KY-IN|0|-|-|-|-
06-30-2001|2001|LUBBOCK, TX|21|590,369,735|77|3,153,636|1,296.5279
06-30-2001|2001|LYNCHBURG, VA|17|977,253,221|86|2,898,658|1,658.5645
06-30-2001|2001|MACON, GA|17|795,862,060|63|2,571,680|1,264.2862
06-30-2001|2001|Macon-Bibb County, GA|0|-|-|-|-
06-30-2001|2001|MADERA, CA|14|1,045,817,377|23|693,923|1,290.6047
06-30-2001|2001|MADISON, WI|51|142,870,574|210|8,565,516|718.3609
06-30-2001|2001|MANCHESTER-NASHUA, NH|14|317,900,666|102|4,740,292|2,449.7073
06-30-2001|2001|MANHATTAN, KS|20|24,205,761|31|1,182,825|1,053.0030
06-30-2001|2001|Mankato, MN|0|-|-|-|-
06-30-2001|2001|MANKATO-NORTH MANKATO, MN|21|145,684,923|38|1,233,243|909.5298
06-30-2001|2001|MANSFIELD, OH|12|271,247,297|45|1,456,499|1,449.8436
06-30-2001|2001|MAYAGÜEZ, PR|10|443,973,036|31|2,359,678|5,035.2612
06-30-2001|2001|MCALLEN-EDINBURG-MISSION, TX|18|1,019,743,629|97|4,987,586|1,436.6280
06-30-2001|2001|MEDFORD, OR|12|779,974,656|66|1,660,864|1,168.1920
06-30-2001|2001|MEMPHIS, TN-MS-AR|54|777,046,850|362|18,941,407|1,735.5454
06-30-2001|2001|MERCED, CA|12|995,862,948|29|1,201,574|1,990.0593
06-30-2001|2001|Miami-Fort Lauderdale-Pompano Beach, FL|0|-|-|-|-
